volatileacidity,citricacid,residualsugar,chlorides,freesulfurdioxide,totalsulfurdioxide,density,sulphates,alcohol
0.19,0.33,4.2,0.038,49,133,0.991,0.42,11.3
0.34,0.49,7.3,0.052000000000000005,30,146,0.998,0.61,10.2
0.32,0.23,8.5,0.051,20,138,0.9940000000000001,0.42,10.7
0.26,0.26,10.8,0.039,37,184,0.998,0.58,10.3
0.19,0.37,2.6,0.040999999999999995,24,99,0.992,0.5,10.9
0.26,0.49,1.5,0.052000000000000005,34,134,0.992,0.61,9.8
0.68,0.26,3.4,0.069,25,146,0.993,0.4,9.3
0.37,0.22,8.3,0.025,36,216,0.996,0.6,9.6
0.3,0.31,1.1,0.040999999999999995,49,123,0.991,0.45,11.1
0.24,0.29,2.2,0.037000000000000005,37,102,0.992,0.64,11.0
0.29,0.28,11.1,0.063,66,169,0.997,0.57,9.0
0.22,0.25,11.1,0.055999999999999994,112,177,0.996,0.36,9.4
0.25,0.36,13.2,0.067,53,178,0.998,0.48,9.0
0.24,0.3,3.9,0.042,105,179,0.992,0.59,11.3
0.28,0.4,6.1,0.034,36,118,0.991,0.43,12.1
0.28,0.25,4.8,0.028999999999999998,54,128,0.991,0.44,12.2
0.26,0.24,7.0,0.023,19,130,0.992,0.49,12.8
0.22,0.22,16.7,0.044000000000000004,39,110,0.9990000000000001,0.48,9.0
0.14,0.35,1.4,0.039,24,128,0.992,0.68,10.4
0.37,0.35,5.7,0.061,12,94,0.997,0.69,10.7
0.27,0.29,2.5,0.059000000000000004,37,115,0.993,0.37,9.8
0.26,0.29,7.1,0.036000000000000004,28,100,0.995,0.36,9.3
0.34,0.25,4.8,0.038,16,121,0.992,0.71,12.6
0.34,0.28,7.5,0.04,70,230,0.996,0.55,9.8
0.24,0.31,2.8,0.038,41,114,0.992,0.66,11.7
0.34,0.32,1.3,0.040999999999999995,12,188,0.995,0.49,9.5
0.13,0.3,5.0,0.055999999999999994,31,122,0.995,0.42,10.5
0.28,0.49,2.0,0.059000000000000004,10,112,0.996,0.46,10.1
0.26,0.37,7.1,0.047,54,201,0.995,0.48,9.5
0.25,0.39,2.1,0.036000000000000004,30,124,0.991,0.43,12.2
0.19,0.31,1.4,0.046,37,135,0.9940000000000001,0.57,10.2
0.5,0.2,2.4,0.059000000000000004,19,112,0.993,0.4,9.2
0.19,0.4,1.4,0.036000000000000004,14,55,0.991,0.68,11.5
0.18,0.31,1.4,0.036000000000000004,14,75,0.991,0.58,11.1
0.13,0.37,12.9,0.042,36,105,0.996,0.55,10.7
0.34,0.46,4.7,0.028999999999999998,21,94,0.991,0.62,12.3
0.39,0.21,10.7,0.098,13,91,0.997,0.47,9.3
0.33,0.49,7.7,0.049,53,217,0.996,0.4,9.3
0.22,0.25,17.1,0.05,44,138,1.0,0.37,8.8
0.13,0.34,9.3,0.062,40,126,0.997,0.39,9.6
0.23,0.36,17.2,0.039,37,130,0.9990000000000001,0.43,8.8
0.48,0.48,1.8,0.035,35,96,0.991,0.74,12.2
0.17,0.21,1.9,0.09,44,130,0.993,0.41,9.7
0.34,0.36,4.9,0.035,31,185,0.995,0.49,9.7
0.19,0.68,1.5,0.05,31,156,0.995,0.64,9.4
0.28,0.28,3.0,0.04,19,98,0.992,0.47,11.1
0.33,0.24,14.5,0.048,20,96,0.995,0.3,11.5
0.39,0.21,1.7,0.027000000000000003,15,72,0.9890000000000001,0.45,12.5
0.21,0.34,1.1,0.046,25,80,0.992,0.4,11.3
0.11,0.49,4.5,0.048,27,133,0.995,0.42,10.6
0.22,0.3,10.6,0.07,67,194,0.997,0.42,9.0
0.32,0.29,7.6,0.025,35,124,0.992,0.65,12.8
0.22,0.46,1.8,0.16,34,74,0.988,0.33,13.4
0.53,0.16,2.7,0.036000000000000004,34,128,0.9890000000000001,0.53,13.2
0.26,0.5,2.2,0.048,59,153,0.993,0.61,9.8
0.26,0.31,7.0,0.039,37,175,0.9940000000000001,0.49,11.4
0.28,0.28,4.2,0.044000000000000004,52,158,0.992,0.44,10.7
0.25,0.34,13.7,0.044000000000000004,66,184,1.0,0.75,8.9
0.4,0.29,5.4,0.044000000000000004,31,122,0.9940000000000001,0.5,11.1
0.39,0.25,3.7,0.031,38,122,0.991,0.63,11.2
0.2,0.42,14.0,0.038,83,160,0.9990000000000001,0.5,9.4
0.5,0.16,12.9,0.042,26,138,0.997,0.33,9.0
0.38,0.34,8.3,0.052000000000000005,44,168,0.996,0.52,9.2
0.28,0.29,19.3,0.051,36,174,0.9990000000000001,0.5,9.0
0.15,0.55,5.9,0.045,75,162,0.995,0.4,9.3
0.45,0.24,2.7,0.04,24,87,0.9890000000000001,0.38,13.4
0.39,0.54,1.4,0.157,34,132,0.9940000000000001,0.53,9.0
0.19,0.29,2.0,0.022000000000000002,33,96,0.9890000000000001,0.54,12.8
0.18,0.29,1.2,0.044000000000000004,12,143,0.992,0.48,11.3
0.26,0.43,6.0,0.022000000000000002,22,125,0.993,0.55,11.5
0.15,0.28,14.7,0.051,29,149,0.998,0.39,9.0
0.22,0.33,2.8,0.033,48,153,0.99,0.38,12.7
0.17,0.3,1.1,0.031,13,73,0.991,0.58,11.0
0.23,0.32,9.2,0.038,54,191,0.997,0.56,9.7
0.34,0.54,16.3,0.047,44,181,0.9990000000000001,0.56,8.8
0.7,0.06,6.8,0.042,9,84,0.9940000000000001,0.44,10.2
0.34,0.36,1.4,0.032,13,145,0.992,0.52,9.8
0.25,0.28,11.1,0.055999999999999994,45,175,0.998,0.43,9.5
0.22,0.49,3.8,0.042,26,105,0.993,0.39,10.5
0.67,0.14,1.5,0.07400000000000001,25,168,0.9940000000000001,0.51,9.3
0.3,0.25,3.3,0.040999999999999995,26,124,0.9940000000000001,0.5,9.3
0.11,0.42,1.1,0.042,51,132,0.991,0.74,11.3
0.55,0.26,9.6,0.027000000000000003,20,104,0.992,0.73,13.1
0.3,0.21,1.1,0.032,31,111,0.9890000000000001,0.42,12.2
0.38,0.4,2.2,0.042,54,201,0.992,0.5,11.4
0.29,0.34,12.1,0.03,34,177,0.997,0.47,10.6
0.21,0.33,3.0,0.036000000000000004,35,132,0.993,0.4,11.0
0.22,0.5,6.6,0.045,30,122,0.9940000000000001,0.49,9.9
0.27,0.27,1.7,0.034,25,122,0.991,0.51,11.9
0.29,0.32,1.4,0.022000000000000002,17,47,0.99,0.35,11.5
0.36,0.26,11.1,0.03,44,171,0.995,0.49,12.0
0.12,0.3,6.8,0.055999999999999994,26,105,0.995,0.4,9.6
0.16,0.37,1.5,0.037000000000000005,27,109,0.993,0.5,9.8
0.21,0.29,5.4,0.028999999999999998,43,106,0.991,0.43,11.5
0.63,0.04,1.3,0.057999999999999996,25,133,0.993,0.39,10.2
0.13,0.26,5.1,0.039,19,103,0.995,0.47,9.3
0.21,0.33,13.9,0.046,68,179,0.997,0.5,10.4
0.26,0.3,7.9,0.049,38,157,0.996,0.48,8.9
0.35,0.2,5.7,0.034,18,117,0.9940000000000001,0.43,10.1
0.29,0.25,3.8,0.044000000000000004,30,114,0.992,0.4,11.0
0.36,0.27,2.1,0.035,16,100,0.992,0.71,11.5
0.5,0.47,1.1,0.037000000000000005,23,126,0.9940000000000001,0.42,10.9
0.32,0.18,7.5,0.040999999999999995,71,223,0.996,0.41,8.9
0.2,0.22,7.4,0.032,53,172,0.9940000000000001,0.58,11.0
0.27,0.28,7.8,0.052000000000000005,27,91,0.9940000000000001,0.38,10.4
0.36,0.36,5.7,0.038,26,98,0.991,0.59,12.5
0.28,0.25,6.9,0.055999999999999994,44,201,0.996,0.4,9.1
0.41,0.3,3.2,0.03,49,164,0.993,0.79,11.7
0.2,0.32,2.8,0.05,17,126,0.9940000000000001,0.55,9.4
0.27,0.32,6.2,0.048,47,161,0.993,0.6,11.0
0.26,0.29,2.2,0.043,35,175,0.992,0.43,11.6
0.23,0.38,1.2,0.07400000000000001,47,130,0.991,0.4,10.3
0.41,0.27,2.6,0.033,25,85,0.991,0.34,11.7
0.2,0.26,6.8,0.049,22,93,0.993,0.42,11.0
0.19,0.33,4.9,0.047,42,130,0.993,0.56,11.0
0.22,0.43,4.6,0.038,31,130,0.992,0.33,11.5
0.28,0.34,3.6,0.04,29,121,0.991,0.48,12.1
0.28,0.33,1.2,0.039,16,98,0.99,0.39,11.7
0.26,0.22,18.2,0.05,23,139,0.9990000000000001,0.5,9.2
0.16,0.49,1.2,0.055,18,150,0.992,0.47,11.2
0.28,0.39,1.9,0.052000000000000005,23,116,0.9940000000000001,0.4,10.4
0.24,0.29,2.0,0.044000000000000004,15,96,0.992,0.64,10.4
0.14,0.37,1.1,0.034,36,84,0.991,0.55,11.6
0.25,0.49,16.8,0.048,50,228,1.0,0.52,9.2
0.16,0.33,1.0,0.076,17,57,0.992,0.46,10.6
0.29,0.2,15.6,0.04,20,142,0.996,0.54,10.6
0.2,0.3,1.5,0.031,21,57,0.991,0.55,11.0
0.25,0.47,11.6,0.048,62,210,0.997,0.5,9.5
0.4,0.43,6.2,0.065,42,178,0.996,0.53,9.4
0.47,0.34,8.9,0.043,31,172,0.996,0.6,9.2
0.32,0.33,2.4,0.037000000000000005,18,101,0.991,0.65,11.7
0.68,0.52,1.4,0.037000000000000005,32,123,0.99,0.45,12.0
0.36,0.31,4.1,0.061,20,134,0.995,0.45,9.0
0.24,0.51,11.0,0.028999999999999998,55,227,0.997,0.61,9.5
0.17,0.52,5.9,0.017,21,84,0.993,0.4,11.9
0.3,0.29,16.9,0.054000000000000006,23,135,1.0,0.38,9.0
0.21,0.41,1.3,0.036000000000000004,33,85,0.992,0.51,10.4
0.31,0.25,6.7,0.032,30,138,0.992,0.37,11.1
0.24,0.26,1.7,0.033,61,134,0.99,0.81,11.9
0.28,0.3,1.5,0.026000000000000002,31,114,0.99,0.6,12.5
0.18,0.38,8.1,0.049,44,176,0.996,0.54,9.8
0.45,0.65,9.7,0.08,11,159,0.996,0.48,9.4
0.38,0.26,8.2,0.043,28,98,0.992,0.31,11.4
0.18,0.41,14.2,0.039,47,129,0.997,0.72,10.3
0.47,0.29,14.8,0.024,22,142,0.995,0.48,12.0
0.35,0.24,6.0,0.042,28,123,0.993,0.44,11.3
0.28,0.41,1.3,0.044000000000000004,11,126,0.993,0.45,10.3
0.31,0.17,1.0,0.042,21,144,0.993,0.4,9.6
0.19,0.3,12.8,0.053,49,229,0.9990000000000001,0.49,9.1
0.29,0.4,7.6,0.024,56,177,0.993,0.32,11.5
0.24,0.49,5.8,0.053,25,120,0.9940000000000001,0.98,10.5
0.26,0.37,1.1,0.04,37,114,0.991,0.39,10.9
0.25,0.27,4.7,0.031,31,92,0.992,0.33,12.0
0.28,0.35,1.6,0.054000000000000006,31,148,0.992,0.47,10.7
0.2,0.29,19.9,0.039,69,237,1.0,0.48,9.2
0.26,0.33,12.6,0.051,59,173,0.998,0.38,9.9
0.62,0.2,8.7,0.046,81,224,0.996,0.44,9.3
0.28,0.44,7.1,0.048,49,179,0.995,0.48,9.2
0.24,0.32,9.0,0.023,20,109,0.993,0.35,12.6
0.19,0.41,15.6,0.055999999999999994,75,155,1.0,0.44,8.8
0.18,0.28,8.5,0.035,41,140,0.995,0.37,10.1
0.26,0.25,1.7,0.038,29,129,0.993,0.56,10.4
0.16,0.36,10.7,0.044000000000000004,20,90,0.996,0.44,10.9
0.28,0.6,1.1,0.132,42,127,0.993,0.44,9.1
0.2,0.61,16.2,0.043,14,103,0.9990000000000001,0.36,9.2
0.27,0.45,10.6,0.035,28,124,0.997,0.46,10.4
0.21,0.27,18.2,0.042,41,146,1.0,0.36,8.7
0.38,0.18,7.4,0.095,28,195,0.998,0.71,9.2
0.2,0.34,1.0,0.035,40,86,0.99,0.42,11.7
0.35,0.55,12.0,0.038,22,111,0.997,0.29,9.7
0.24,0.38,8.3,0.045,50,185,0.996,0.5,9.5
0.35,0.48,8.8,0.055999999999999994,35,167,0.996,0.47,9.4
0.28,0.35,2.3,0.042,16,85,0.991,0.56,12.4
0.18,0.4,1.6,0.047,22,102,0.9940000000000001,0.44,10.7
0.32,0.33,10.7,0.036000000000000004,27,98,0.995,0.52,10.2
0.21,0.24,1.2,0.051,31,95,0.99,0.57,11.3
0.26,0.34,14.4,0.067,35,189,0.9990000000000001,0.53,9.1
0.26,0.32,14.5,0.07400000000000001,29,107,0.998,0.42,9.2
0.26,0.33,11.8,0.057,48,127,0.997,0.55,10.0
0.28,0.39,1.4,0.031,47,147,0.988,0.64,12.9
0.17,0.33,1.4,0.027999999999999997,14,99,0.993,0.55,10.1
0.25,0.44,15.8,0.057,39,167,0.998,0.51,9.2
0.36,0.44,8.3,0.255,28,142,0.996,0.43,10.2
0.13,0.4,1.2,0.047,54,134,0.993,0.97,9.8
0.21,0.48,1.4,0.040999999999999995,11,99,0.996,0.57,9.9
0.27,0.34,10.2,0.048,50,118,0.997,0.51,10.3
0.19,0.49,1.1,0.03,28,117,0.992,0.45,10.3
0.32,0.23,13.7,0.05,49,197,0.9990000000000001,0.46,8.7
0.35,0.28,12.4,0.051,86,213,0.996,0.51,9.9
0.27,0.15,1.5,0.055999999999999994,35,128,0.9940000000000001,0.45,8.8
0.19,0.24,6.3,0.054000000000000006,34,231,0.996,0.54,10.0
0.34,0.0,6.5,0.027999999999999997,33,163,0.9940000000000001,0.61,9.9
0.2,0.36,2.5,0.048,16,125,0.993,0.49,10.0
0.25,0.31,1.5,0.035,32,127,0.992,0.47,11.3
0.34,0.14,5.8,0.046,49,197,0.9940000000000001,0.71,10.3
0.28,0.35,2.3,0.053,36,114,0.992,0.5,10.2
0.27,0.29,3.9,0.034,62,140,0.992,0.59,11.1
0.32,0.18,7.5,0.040999999999999995,71,223,0.996,0.41,8.9
0.68,0.3,2.1,0.047,17,138,0.995,0.71,10.8
0.18,0.36,1.8,0.04,24,187,0.996,0.55,9.5
0.17,0.23,6.3,0.051,35,240,0.996,0.54,10.0
0.18,0.24,3.4,0.053,20,119,0.9940000000000001,0.52,9.2
0.27,0.32,8.8,0.047,65,224,0.996,0.47,8.9
0.22,0.3,11.2,0.046,53,149,0.995,0.34,10.8
0.32,0.12,4.8,0.054000000000000006,6,97,0.9940000000000001,0.5,9.3
0.28,0.43,7.6,0.03,30,110,0.992,0.59,12.5
0.28,0.37,1.2,0.039,26,99,0.992,0.62,10.8
0.6,0.12,1.8,0.05,11,76,0.993,0.48,10.4
0.28,0.41,1.0,0.042,14,59,0.992,0.25,10.5
0.18,0.22,4.2,0.042,25,111,0.9940000000000001,0.39,9.4
0.32,0.5,6.5,0.048,61,186,0.995,0.45,9.6
0.24,0.49,19.3,0.057,55,247,1.001,0.56,8.7
0.28,0.25,17.8,0.044000000000000004,48,161,0.9990000000000001,0.48,9.5
0.45,0.36,8.8,0.026000000000000002,50,151,0.993,0.25,12.7
0.3,0.38,14.9,0.032,60,181,0.998,0.61,9.3
0.46,0.26,6.3,0.147,49,159,0.9940000000000001,0.47,10.0
0.32,0.22,11.7,0.035,44,150,0.996,0.45,10.4
0.2,0.34,1.8,0.040999999999999995,42,148,0.993,0.66,11.1
0.28,0.32,7.8,0.032,30,114,0.992,0.64,12.8
0.28,0.31,7.2,0.04,47,168,0.995,0.57,10.6
0.22,0.29,4.8,0.05,33,87,0.9940000000000001,0.42,9.9
0.29,0.34,3.5,0.054000000000000006,26,189,0.995,0.58,10.4
0.3,0.6,1.9,0.048,13,106,0.993,0.49,11.9
0.34,0.28,1.8,0.040999999999999995,43,188,0.993,0.37,9.6
0.2,0.28,9.1,0.047,29,95,0.995,0.47,9.8
0.15,0.42,1.7,0.045,49,154,0.992,0.6,10.4
0.35,0.26,17.6,0.061,59,198,0.9990000000000001,0.49,8.8
0.23,0.4,1.2,0.027000000000000003,36,121,0.992,0.38,10.7
0.29,0.53,18.2,0.047,59,182,0.9990000000000001,0.52,9.6
0.17,0.27,1.4,0.032,39,149,0.993,0.52,10.5
0.33,0.19,5.6,0.042,22,143,0.9940000000000001,0.63,9.9
0.26,0.24,10.8,0.042,47,130,0.996,0.4,10.1
0.71,0.25,3.2,0.048,10,57,0.996,0.52,9.5
0.21,0.31,2.9,0.046,40,121,0.991,0.65,10.9
0.15,0.29,5.0,0.057999999999999996,28,105,0.995,0.44,10.2
0.08,0.33,1.9,0.027999999999999997,23,93,0.991,0.7,12.0
0.15,0.49,1.5,0.031,17,122,0.993,0.4,10.3
0.26,0.18,1.4,0.034,18,135,0.992,0.35,10.2
0.32,0.12,6.6,0.043,22,141,0.9940000000000001,0.6,10.4
0.55,0.42,12.6,0.21100000000000002,37,213,0.9990000000000001,0.56,9.3
0.25,0.32,9.9,0.045,41,128,0.996,0.52,9.6
0.21,0.34,1.2,0.06,26,111,0.993,0.47,10.7
0.28,0.24,17.8,0.047,42,111,0.9990000000000001,0.45,8.9
0.21,0.28,5.9,0.047,29,101,0.993,0.4,11.0
0.27,0.41,18.8,0.042,34,157,1.0,0.5,9.1
0.25,0.32,10.3,0.040999999999999995,66,272,0.997,0.52,9.1
0.35,0.2,18.1,0.069,33,158,0.9990000000000001,0.5,8.8
0.2,0.35,8.8,0.037000000000000005,31,103,0.9940000000000001,0.49,11.0
0.33,0.26,5.0,0.027000000000000003,46,143,0.992,0.43,11.2
0.2,0.24,6.5,0.044000000000000004,28,100,0.993,0.33,10.2
0.22,0.24,11.0,0.040999999999999995,75,167,0.995,0.56,10.5
0.26,0.25,5.2,0.046,11,133,0.992,0.68,11.0
0.4,0.42,4.4,0.047,39,245,0.9940000000000001,0.57,9.6
0.22,0.43,1.5,0.044000000000000004,28,129,0.9940000000000001,0.45,11.0
0.33,0.38,8.7,0.126,49,199,0.997,0.57,9.4
0.14,0.18,1.4,0.047,30,90,0.992,0.54,11.2
0.17,0.36,8.2,0.027999999999999997,44,111,0.993,0.41,12.4
0.2,0.31,8.0,0.05,29,213,0.996,0.57,10.4
0.17,0.28,1.8,0.042,62,178,0.992,0.42,10.2
0.25,0.3,14.4,0.052000000000000005,40,183,0.998,0.5,9.1
0.2,0.36,1.2,0.032,21,78,0.992,0.37,10.4
0.26,0.31,2.4,0.043,58,178,0.9940000000000001,0.68,10.6
0.31,0.73,14.4,0.044000000000000004,27,191,1.0,0.88,8.7
0.37,0.33,3.9,0.027000000000000003,40,130,0.991,0.39,12.7
0.17,0.27,1.5,0.037000000000000005,20,98,0.992,0.42,11.0
0.24,0.49,1.3,0.032,35,148,0.993,0.57,10.7
0.16,0.37,1.3,0.036000000000000004,45,125,0.99,0.51,12.4
0.16,0.41,1.7,0.026000000000000002,29,140,0.991,0.78,12.5
0.29,0.33,3.7,0.028999999999999998,30,88,0.99,0.42,12.3
0.3,0.32,6.4,0.034,28,97,0.992,0.44,11.8
0.16,0.24,1.4,0.046,17,77,0.993,0.57,10.3
0.18,0.58,1.3,0.034,29,129,0.99,0.6,12.0
0.3,0.26,20.3,0.037000000000000005,45,150,0.997,0.38,12.3
0.2,0.49,1.7,0.038,38,167,0.9940000000000001,0.37,10.1
0.26,0.44,8.2,0.046,52,183,0.996,0.51,9.4
0.28,0.41,1.7,0.05,10,136,0.993,0.71,11.4
0.38,0.53,2.1,0.102,19,76,0.99,0.57,12.9
0.31,0.27,5.8,0.036000000000000004,23,109,0.9940000000000001,0.54,11.0
0.16,0.26,7.3,0.047,30,220,0.996,0.58,10.1
0.33,0.2,1.8,0.031,49,159,0.992,0.53,11.0
0.28,0.28,2.4,0.012,36,100,0.991,0.39,11.7
0.15,0.38,2.2,0.047,33,96,0.993,0.39,10.4
0.26,0.56,11.9,0.043,64,226,0.997,0.63,9.3
0.32,0.48,8.0,0.026000000000000002,18,88,0.991,0.79,12.7
0.17,0.29,1.4,0.047,23,107,0.9940000000000001,0.65,10.4
0.34,0.3,9.4,0.057,34,178,0.996,0.44,10.4
0.19,0.26,1.4,0.039,30,104,0.99,0.41,12.4
0.23,0.34,2.7,0.032,24,121,0.99,0.38,12.4
0.41,0.24,6.8,0.057,41,163,0.995,0.41,9.9
0.22,0.19,4.5,0.096,16,115,0.9940000000000001,0.44,9.6
0.34,0.18,6.4,0.08199999999999999,47,240,0.997,0.48,9.2
0.19,0.38,5.1,0.019,22,82,0.99,0.36,12.5
0.19,0.49,1.2,0.051,11,137,0.992,0.46,11.0
0.36,0.32,10.5,0.045,35,135,0.9940000000000001,0.33,11.6
0.26,0.4,7.5,0.046,45,179,0.996,0.49,9.3
0.26,0.74,7.5,0.044000000000000004,59,160,0.996,0.64,10.0
0.34,0.49,1.5,0.027000000000000003,26,126,0.99,0.33,12.2
0.14,0.4,1.7,0.035,16,85,0.991,0.42,11.8
0.3,0.25,3.3,0.040999999999999995,26,124,0.9940000000000001,0.5,9.3
0.31,0.38,2.9,0.038,19,102,0.991,0.35,11.0
0.42,0.13,1.4,0.04,11,64,0.992,0.52,10.5
0.26,0.24,7.2,0.039,38,172,0.996,0.64,9.7
0.31,0.26,7.4,0.069,28,160,0.995,0.46,9.8
0.4,0.25,4.2,0.032,15,91,0.99,0.52,13.1
0.27,0.28,6.9,0.036000000000000004,46,150,0.993,0.44,10.8
0.19,0.26,2.1,0.039,8,143,0.9940000000000001,0.74,9.8
0.22,0.5,13.7,0.049,56,189,0.9990000000000001,0.66,9.0
0.22,0.38,9.1,0.044000000000000004,35,127,0.993,0.3,11.0
0.26,0.32,15.3,0.031,64,185,0.998,0.61,9.4
0.26,0.26,18.4,0.084,33,139,1.001,0.39,8.8
0.29,0.26,6.5,0.042,32,160,0.9940000000000001,0.47,10.7
0.35,0.07,1.4,0.069,22,108,0.993,0.52,9.2
0.29,0.44,3.6,0.2,75,181,0.9940000000000001,0.41,9.1
0.3,0.29,2.8,0.025,37,107,0.992,0.63,11.3
0.17,0.24,9.6,0.11900000000000001,56,178,0.996,0.44,10.2
0.3,0.46,1.5,0.066,29,133,0.991,0.54,12.7
0.49,0.49,7.0,0.043,29,149,0.995,0.33,10.0
0.19,0.35,1.5,0.037000000000000005,37,107,0.99,0.68,12.0
0.3,0.45,3.5,0.19699999999999998,76,180,0.9940000000000001,0.39,9.1
0.15,0.28,3.7,0.045,57,151,0.991,0.27,11.2
0.32,0.35,1.4,0.05,8,163,0.992,0.42,10.7
0.38,0.17,8.8,0.08,50,212,0.998,0.66,9.4
0.39,0.35,1.8,0.096,22,80,0.99,0.54,12.6
0.23,0.29,15.4,0.073,56,173,0.998,0.41,8.7
0.18,0.29,0.8,0.043,20,67,0.991,0.48,9.9
0.24,0.38,4.3,0.044000000000000004,49,172,0.996,0.74,10.8
0.21,0.4,7.3,0.040999999999999995,49,115,0.993,0.43,11.0
0.19,0.35,6.9,0.045,51,125,0.993,0.44,10.7
0.64,0.49,1.8,0.05,17,128,0.995,0.58,10.6
0.44,0.26,2.0,0.054000000000000006,20,180,0.995,0.57,10.0
0.19,0.27,11.2,0.061,46,149,0.998,0.59,9.3
0.2,0.34,5.7,0.035,32,83,0.993,0.46,11.5
0.19,0.35,5.0,0.067,32,150,0.995,0.48,9.8
0.27,0.32,1.2,0.046,20,155,0.993,0.41,10.2
0.34,0.28,10.4,0.10800000000000001,43,187,0.997,0.57,9.4
0.35,0.28,12.6,0.039,19,124,0.995,0.43,10.6
0.44,0.16,6.4,0.031,21,134,0.992,0.46,12.2
0.29,0.73,2.2,0.027000000000000003,21,92,0.99,0.48,12.4
0.21,0.68,10.9,0.045,38,133,0.998,0.36,8.7
0.2,0.3,1.3,0.036000000000000004,7,49,0.992,0.73,10.3
0.26,0.28,8.2,0.038,72,202,0.996,0.56,10.0
0.33,0.36,7.4,0.037000000000000005,36,156,0.996,0.54,10.6
0.4,0.48,13.7,0.042,59,169,0.9990000000000001,0.52,9.4
0.18,0.31,12.2,0.053,46,140,0.998,0.53,8.9
0.49,0.22,2.0,0.047,147,308,0.992,0.37,11.0
0.16,0.3,7.4,0.05,58,152,0.996,0.37,9.5
0.23,0.3,14.9,0.051,33,118,0.998,0.54,9.0
0.28,0.41,4.9,0.057999999999999996,31,153,0.997,0.51,9.7
0.16,0.26,6.9,0.047,30,220,0.996,0.58,10.1
0.48,0.31,9.4,0.046,6,194,0.997,0.61,9.4
0.18,0.26,1.4,0.040999999999999995,40,141,0.9940000000000001,0.72,9.5
0.31,0.22,13.3,0.048,46,212,0.9990000000000001,0.59,10.0
0.53,0.02,0.9,0.035,6,81,0.992,0.35,9.5
0.16,0.49,2.0,0.055999999999999994,20,124,0.995,0.49,10.7
0.41,0.24,5.4,0.035,33,115,0.99,0.44,12.9
0.31,0.24,1.8,0.037000000000000005,39,150,0.991,0.44,11.8
0.22,0.37,15.0,0.053,59,178,0.9990000000000001,0.82,9.5
0.31,0.38,10.5,0.031,53,140,0.993,0.46,11.7
0.21,0.28,1.5,0.051,46,142,0.993,0.42,10.1
0.59,0.71,17.4,0.038,61,228,1.0,0.75,9.3
0.47,0.07,1.1,0.035,17,151,0.991,0.34,10.5
0.2,0.4,1.5,0.037000000000000005,35,107,0.992,0.5,11.4
0.42,0.36,2.4,0.034,19,77,0.992,0.48,10.9
0.28,0.22,10.0,0.052000000000000005,36,131,0.997,0.46,9.6
0.61,0.01,8.4,0.040999999999999995,31,104,0.991,0.72,14.1
0.32,0.24,1.3,0.06,43,204,0.995,0.51,9.2
0.17,0.36,1.7,0.042,14,61,0.991,0.54,10.8
0.31,0.3,8.0,0.027999999999999997,33,122,0.992,0.63,12.6
0.24,0.36,4.9,0.083,10,133,0.9940000000000001,0.37,10.8
0.28,0.3,3.1,0.039,24,115,0.9940000000000001,0.43,8.6
0.29,0.33,0.9,0.040999999999999995,20,117,0.99,0.5,11.4
0.27,0.31,1.2,0.031,27,80,0.9890000000000001,0.33,12.7
0.35,0.4,6.3,0.039,35,162,0.9940000000000001,0.34,11.9
0.2,0.27,1.2,0.034,19,68,0.99,0.37,11.7
0.37,0.4,11.6,0.032,34,214,0.996,0.51,9.8
0.34,0.3,1.3,0.057,25,173,0.995,0.51,9.1
0.36,0.34,4.2,0.018000000000000002,57,119,0.99,0.36,12.7
0.16,0.32,0.8,0.04,50,121,0.992,0.33,10.0
0.15,0.49,1.5,0.031,17,122,0.993,0.4,10.3
0.17,0.36,1.3,0.036000000000000004,11,70,0.992,0.68,10.4
0.27,0.32,1.1,0.034,24,110,0.99,0.4,12.5
0.22,0.39,2.1,0.055,39,198,0.995,0.54,10.2
0.35,0.28,1.1,0.055,9,160,0.9940000000000001,0.5,9.1
0.2,0.25,2.0,0.040999999999999995,30,95,0.991,0.56,11.1
0.43,0.61,11.8,0.045,54,155,0.997,0.45,8.7
0.4,0.17,12.9,0.033,59,186,0.998,0.49,9.4
0.37,0.07,1.4,0.048,58,144,0.992,0.38,10.0
0.19,0.28,3.0,0.054000000000000006,33,99,0.992,0.4,10.8
0.27,0.41,1.5,0.033,11,63,0.991,0.56,12.0
0.24,0.31,2.3,0.044000000000000004,37,113,0.99,0.46,12.9
0.44,0.24,12.1,0.055999999999999994,68,210,0.997,0.5,9.5
0.15,0.34,5.1,0.055,34,125,0.9940000000000001,0.42,9.6
0.17,0.45,11.2,0.054000000000000006,56,137,0.997,0.47,10.0
0.33,0.0,6.5,0.027999999999999997,34,163,0.9940000000000001,0.61,9.9
0.37,0.3,1.5,0.033,35,95,0.99,0.56,12.0
0.24,0.47,6.3,0.069,35,182,0.9940000000000001,0.46,9.8
0.22,0.32,2.2,0.027999999999999997,36,92,0.991,0.59,11.9
0.3,0.21,15.7,0.055999999999999994,49,159,0.998,0.48,9.0
0.21,0.26,9.3,0.034,73,142,0.995,0.37,11.4
0.24,0.35,13.1,0.05,64,205,0.997,0.5,9.5
0.2,0.3,4.7,0.040999999999999995,40,148,0.993,0.35,10.2
0.18,0.3,10.2,0.027999999999999997,28,131,0.995,0.42,10.8
0.39,0.04,12.6,0.034,22,115,0.996,0.63,9.9
